Month,Hour,DayOfWeek,Holiday,Temperature,Humidity,SquareFootage,Occupancy,HVACUsage,LightingUsage,RenewableEnergy,EnergyConsumption
7,14,3,0,24.1500796125823,43.4879174233509,1999.982252,4,1,1,3.94923039468079,75.348428782311
10,6,2,1,28.8281291740748,53.7863976243685,1570.44097669054,3,1,0,8.94224926530535,81.5868020701372
10,6,2,0,24.0903076357415,59.3554396074156,1484.73622748018,7,0,1,18.3131123258205,64.600863905723
12,20,1,0,23.5020363467573,58.2585205544906,1916.43958153842,9,0,1,9.4067664749854,76.4811020620677
9,21,3,1,22.8291974811784,47.3847127411766,1681.47016725763,9,0,0,24.5771405593916,77.0570693475489
3,1,1,0,24.4685348169509,52.7695452012814,1864.04126543396,5,0,0,7.47212825870076,71.5275833792542
8,22,3,1,20.5218645041766,31.7838283830176,1455.64035038891,2,0,0,24.2314147293578,72.5571282985933
11,0,0,1,29.0356374224064,59.969085,1373.76598076733,4,0,1,10.7520608455563,86.9151523857092
8,13,0,0,21.6548094931082,53.6356164222755,1232.22790315002,9,0,0,9.56729631538052,73.2989738616032
12,16,5,1,22.2762487563679,39.5336047768725,1712.06619157583,3,0,0,19.6206077363936,70.4602356388654
1,11,2,0,21.7662198743169,43.3976199619517,1872.30859330064,8,1,0,29.0637607146534,77.3261894114857
10,15,2,0,25.2040437645633,50.4837500906623,1122.3544576857,3,0,0,2.20077295396523,65.7350037814943
12,3,1,1,21.4063218369121,34.8203516134126,1914.07836277735,7,0,1,14.5902124534708,74.9682559545374
6,7,2,0,20.5288990159295,33.6928323196394,1236.03659357888,5,1,0,20.3009215173982,77.0585240446579
11,5,1,0,25.1746167184494,59.969085,1582.2322597238,3,0,0,22.9378530747411,68.3738572502422
4,11,0,1,22.1772054487655,40.6040529546509,1249.03558867818,9,0,1,10.4143274330863,80.501023338735
1,8,0,1,26.0488894155973,30.2529491180166,1206.2488408328,0,1,1,15.44462114687,81.3852602188185
5,10,1,1,29.6053635177622,34.7425580455595,1272.59869405951,5,1,1,22.9516566521567,81.4701181015628
1,8,4,0,23.3066143118699,56.6468927621847,1521.82211890646,2,0,0,17.1388324346297,79.0779449887641
7,19,1,0,28.4420452164447,57.3415934492968,1847.65243179377,8,0,1,22.1158069504834,83.8546191625118
6,6,3,1,22.8851078824908,38.7348787143274,1057.76507994353,9,1,0,6.96393817250977,87.7029214963321
7,4,5,0,20.007565,37.0409800772933,1308.88198256212,0,0,0,27.2438548653724,71.612703138131
10,7,0,0,28.8147043521349,41.9243770431698,1358.55515045847,0,1,0,15.0832260798592,87.625498187362
9,22,2,0,27.9562317820123,34.0178516453563,1000.512661,0,0,0,3.36901933506507,73.4708154874318
8,21,1,1,23.3679518402275,49.2763236391274,1933.48184145722,5,1,1,11.6228072576162,79.5263562467168
8,4,4,1,27.619360248205,40.3264448964949,1931.72091218864,2,1,0,29.6193043801539,71.1588669449325
10,19,3,0,23.9293235747528,40.248753115479,1806.94781775745,2,1,1,18.5133841651452,86.532933462566
6,16,2,0,28.4889632103382,47.3428919296962,1804.96140191975,1,0,0,28.3402335234165,83.4280889210249
4,5,6,0,24.0138133009809,30.7378587166019,1456.11283751448,7,0,1,7.81324582889708,68.1341663095571
7,17,3,0,22.646363009709,39.5733307194585,1022.60489104929,3,0,0,15.9576315625573,61.5022272758674
1,19,6,0,26.5063722278229,56.1676290474448,1300.4430831373,3,0,0,12.8321986634442,69.5690119647684
5,3,3,0,21.7798697475794,38.4001288520146,1117.8162755142,9,1,1,20.2916393371643,80.3133448590771
4,23,1,1,22.475433890852,30.015975,1650.58718809141,5,1,0,7.72585035754982,63.8463658959286
6,8,0,0,24.9624514640311,58.8518413530704,1185.47655160971,6,1,1,21.3888259598777,76.2811972817568
3,21,1,0,22.3499615785065,38.0078999065885,1431.53813063835,5,0,1,10.2867724048681,60.3916608890549
7,4,0,0,27.2610856113613,32.1596295130958,1193.74459498647,2,0,0,22.6500224331787,82.8891829766984
10,7,1,0,21.8675877212267,45.5269279469808,1713.17671930754,5,0,0,21.6596568342003,68.6495377235237
11,18,2,0,25.9984141148929,36.4855417231031,1504.32257476581,8,1,1,8.56216134009,83.0278419773418
3,13,5,1,21.2581220348659,44.2484767980723,1469.97508518366,9,1,1,9.80163911566379,68.107127478797
10,9,2,1,29.1454544532544,38.8192030332415,1365.63055945069,9,1,1,18.157282156631,89.288303314956
1,9,1,1,25.02320238265,43.5864990347192,1434.52631110796,1,0,0,2.17513766278405,68.8052857799618
10,18,3,1,27.3282995072763,59.969085,1999.982252,1,1,0,0.006642,69.4675977094048
11,9,4,0,25.120756854946,59.969085,1731.28892386428,1,0,0,13.7461857177693,87.0317821279661
12,1,2,1,28.1041861610605,31.3758846080731,1783.24430033257,1,1,1,4.55071001267332,86.9195278749895
4,13,2,0,25.1398106885217,35.885184075869,1784.07387202584,2,0,1,24.433881684207,64.9669852155435
5,21,6,1,25.2778804869812,49.1772870019036,1634.9928932099,9,1,0,10.0745174491302,76.452989730175
9,9,2,0,26.9105701752925,53.0919950638843,1215.94257528516,3,0,1,9.75047423871488,68.5355900801845
6,10,6,1,28.2359633309116,34.6655961558432,1999.982252,0,0,1,7.70503511691517,76.9489514057068
6,13,6,1,29.998671,52.5944139090532,1144.20771207406,6,0,1,11.8830688916103,91.3040128886307
8,11,4,0,27.0694585006365,32.695830905987,1183.5726592386,1,1,1,29.965327,72.9249550039117
10,3,3,0,22.6883877368853,44.1998728936566,1014.56276358177,8,1,1,17.5403669651754,66.688029149169
9,4,0,0,25.9662436480597,39.1260624439242,1992.58202234472,4,1,0,0.006642,61.617935432205
1,11,3,0,22.7621160618602,52.2921667814805,1465.76370685612,1,0,1,24.9949360932995,73.5590518123568
11,2,4,0,25.6832992226728,47.9138341399218,1938.02532350332,8,0,0,29.190502770508,85.7064189444316
3,17,1,0,29.8390935259421,59.969085,1897.9877168733,5,0,1,27.6347075192259,78.2469881988407
12,16,1,0,23.2008617783125,44.3141316736765,1578.68658520792,0,1,0,20.1397055332305,63.0741481247274
3,16,4,1,22.527246390375,46.4564246937344,1000.512661,0,1,1,9.94035493932904,68.5625013290211
12,19,5,1,20.2966697491523,50.9336069069772,1182.10732753449,1,1,1,22.0633144947368,80.9279586726268
1,0,5,0,25.0808813846058,59.6715343302888,1897.70222423693,8,0,0,14.3917997479103,75.9139063223642
5,6,0,0,28.2304169299276,46.056040332882,1999.982252,3,0,1,29.965327,68.973410611718
8,23,3,0,21.6034053815463,59.969085,1180.95465441785,0,1,1,29.965327,66.2172611590193
4,9,4,0,27.0784639054039,59.969085,1617.65417151016,1,0,1,20.1177006147807,92.9362831668717
1,23,1,1,21.1582645232789,59.8592216385505,1534.53686160945,0,0,1,20.5703494102227,63.8759266599561
11,10,0,1,29.998671,55.5933520880555,1737.87362939064,9,0,0,24.5899434448836,89.2634382282335
3,5,6,1,20.007565,46.5900640569193,1895.12950392032,4,0,0,20.0875217518696,66.2738083094466
7,18,4,0,25.0411464954123,44.1009356198751,1285.47804474956,5,1,1,6.35768505050237,84.8522137891722
3,6,2,0,29.998671,59.969085,1069.98569335843,6,1,0,19.201037574512,79.427714510428
12,2,4,0,24.6813621195922,33.9842456810562,1091.73572482625,9,1,0,6.67514682706212,77.3405763404584
7,20,2,0,25.8542497627095,47.7904014704433,1642.32838128505,6,1,0,15.1588639582553,74.9303833602043
3,10,4,1,26.7192550145221,41.6393821501187,1962.13872604792,1,0,0,11.2258125679638,81.2602717489092
3,20,4,1,24.6238631971496,55.9158140757971,1778.05849878634,6,1,0,25.4375579042849,84.5068231977568
12,6,2,1,25.9185837955102,57.243636353017,1861.75923485617,2,1,1,26.503420249632,82.2912685570063
10,1,2,0,29.998671,34.9737567447849,1785.77056341007,5,1,0,17.3815556523432,82.1237962020152
9,23,0,0,20.1635677996344,54.6809763625274,1999.982252,8,1,1,0.006642,73.8378006747916
2,14,0,1,25.1383648852055,31.3064592137515,1309.07971894505,3,1,0,20.4251631314788,76.9503893918567
8,20,3,1,25.7623666847867,53.9074859216226,1617.87141186543,6,1,0,21.9378308591564,70.6521590417805
7,8,5,0,21.8246307545292,37.2036387558487,1340.27217263595,0,1,1,5.62917336754011,69.2639475430302
4,2,1,0,23.1617841567176,54.0879755939109,1234.53251613618,5,0,1,29.965327,84.2068311179658
12,0,3,0,24.0455336196069,59.969085,1872.81584570014,5,1,1,12.906404090873,79.2540123246104
5,23,3,0,23.5991026654893,31.6029088583569,1871.49054887345,5,0,0,8.98517204263934,72.8289426460806
8,11,3,0,26.2279780461694,53.6107511352224,1190.92120764476,9,1,1,6.58858333701865,87.6312808149629
12,1,0,1,23.8525327581584,31.8324501461652,1550.37322967354,9,1,1,6.63363052796935,86.0409877998852
9,23,1,0,20.007565,42.4855810877937,1999.982252,9,1,1,3.71288230198673,71.7684393213808
1,8,6,1,24.6505922252219,54.4588540454582,1703.84431004762,7,1,0,15.9666774704441,73.718926229994
12,17,5,1,26.4340200012654,52.866493808814,1717.07307323213,7,0,0,24.95905727319,90.0058041171813
3,16,5,1,20.1723831706328,53.5124490773157,1554.75863930643,6,0,1,8.48392741002954,59.9023420417642
10,2,4,1,21.2779851866099,59.969085,1883.99556797798,7,1,1,21.6876603015998,66.3394843750268
8,6,0,0,27.793067472308,50.3572180643566,1970.69745826728,2,1,1,17.6071413565083,80.2887181608725
1,1,0,1,27.1498609872067,45.0331065307142,1235.93324157104,0,1,0,24.0739090997674,73.4796408116863
4,1,2,0,22.559488985592,55.3037383488813,1661.0063772275,9,0,0,21.5476169729528,68.5249140373356
12,13,0,0,20.4772710805345,37.5468675071083,1645.30195145906,6,0,1,1.80857039072907,61.1473873042861
9,9,0,0,26.540813951603,47.7921230760147,1608.21520199524,3,1,1,6.99303360166699,88.4430213577466
10,16,3,0,20.007565,40.1436067521775,1583.86437414624,5,1,0,0.006642,62.330138245271
9,1,5,1,26.2083553542914,39.2446134651144,1520.04058697866,1,0,0,3.2822137566605,70.9374082166038
1,6,4,0,23.7075974266159,30.0159745034607,1569.63413665752,3,0,0,23.1167645634205,63.9239384945081
1,0,2,0,22.131944017432,46.8768519446904,1232.6429322657,7,1,0,3.72641106779946,77.5715959063305
3,17,2,0,25.5463891552579,53.9031092810033,1866.24725924528,0,1,0,7.0723985035026,80.518302192872
1,2,0,0,27.5731007192027,53.8895953393743,1113.79477869998,2,0,1,9.60156874032651,81.997741414249
4,2,6,0,20.8084344124212,43.6089389617171,1017.53261813017,8,0,0,2.07461275680509,70.6524032287734
8,5,1,0,26.2526285720055,45.2572128432124,1437.21904653045,9,0,0,23.2670995775512,83.8030731688678
12,4,5,1,26.80835030796,30.015975,1865.07852821466,9,1,0,29.5033549711619,84.8795424908041
8,22,6,0,22.1544123790066,57.5314565774838,1953.68228618371,2,0,0,15.3447665012892,73.9549753572931
4,4,4,0,25.1426078305399,43.9053436722764,1000.512661,7,0,1,10.2735475908379,74.9835372085903
10,19,5,0,24.0081169203782,54.7859442333924,1556.71694933722,7,1,0,18.7887966526599,92.4373555687265
9,20,4,1,24.7721993436469,48.8436934207527,1458.91881100222,1,0,0,8.35430705983734,76.9356392748521
6,21,2,0,20.007565,45.8683259688871,1411.39122222599,5,1,1,19.0384465583399,63.1185798466009
10,18,2,1,24.9205283738831,59.969085,1335.84160936147,0,1,0,2.84513383671691,65.905752785059
1,1,1,1,29.4367895074536,48.848449413101,1234.08536808663,2,0,0,6.66287448417343,76.5550251263144
11,16,2,0,21.0417857595616,38.6176659354428,1415.67513483194,1,0,0,28.4176822491216,65.2559378287216
8,0,6,0,25.1363129254585,35.3247940899322,1021.34146133977,2,1,0,18.965311048309,79.6307542608964
2,18,2,0,29.0873728340382,37.3049671495937,1315.38922692658,0,1,1,28.4727372229044,91.7555390955263
3,1,1,1,23.7394382829733,36.4451047376756,1354.07457726005,7,1,0,24.9981400332683,82.7078389661247
1,23,3,0,24.4959836996636,58.3705951032182,1747.4872640224,0,0,0,20.0598586449512,71.7271598555291
9,21,3,0,22.7787173923188,37.5095550085203,1802.67407870506,5,1,0,29.965327,67.1357657739914
7,6,5,0,20.8399290519355,30.015975,1303.50675288586,4,1,0,21.1641147085644,69.1985693432338
12,14,0,0,27.2576228520769,58.3673554532272,1561.83931326642,5,1,0,0.205261388877358,81.6041515574221
4,20,6,0,27.9208524632921,41.4950818979045,1682.32863404695,5,0,0,9.0996700859823,98.3222751723837
4,0,4,1,20.5895523088352,45.6729201328704,1906.16526132951,9,1,0,5.50143976668308,73.6057418047481
6,23,0,1,22.6496518800228,46.0072746894316,1315.69376600827,3,1,1,21.577486345723,74.8785876697345
9,3,4,0,21.0343485229791,57.6614524550344,1863.33959141973,8,0,1,0.690267011485249,71.9921151401317
11,9,4,0,24.6201088155991,51.5410769040533,1918.34328337172,3,0,1,29.965327,86.3663154130754
12,17,0,0,20.8775971234124,54.661713344654,1833.90751512128,2,0,0,11.3782511460226,53.263278
8,20,2,1,29.998671,37.7878529367826,1805.02544049376,5,1,0,17.4129331317192,76.5205364856002
11,1,1,1,26.1437458394393,53.2022331896682,1000.512661,8,0,0,4.22963959354761,83.6673589024364
8,19,0,0,26.5135519311088,50.3112136706054,1999.982252,8,0,1,20.7393118688563,73.8277997118067
12,9,4,1,22.1646988633433,59.969085,1710.02439196453,0,0,1,28.4818044541137,72.7353887303932
10,14,6,1,26.2725616279801,48.5190755982001,1787.53013610084,6,1,0,4.19670411202664,78.9160521212489
7,7,4,1,23.6991217726385,47.3532005075777,1376.25154749292,0,0,1,0.006642,74.9966552048357
3,5,0,0,22.3029585470478,39.5548665551601,1592.73404390687,2,0,0,10.401052029414,76.2060297299748
10,16,4,0,24.2180259705189,53.2517962448777,1698.35476511906,5,1,0,8.00688999922998,80.4312090371057
3,12,4,0,29.5516388429134,34.304920036709,1526.87673792172,6,1,1,21.7989698899419,87.546745199842
3,23,2,0,27.8162123613388,52.3949677995977,1941.38664831696,4,1,1,7.2536879797974,77.703519063806
4,3,5,1,27.0036414525774,46.6918202142545,1710.42367707185,8,0,1,12.1489578927395,88.1966859009179
10,6,0,0,22.8506767798357,34.2712571322645,1509.78963883399,4,0,1,10.8505003304113,76.9883877269223
4,13,1,0,28.2804997806611,47.8354239473467,1744.89979020614,3,1,1,17.6840541113404,76.561269462201
4,12,4,0,29.998671,45.1579988505051,1999.982252,3,0,0,18.3163162784919,91.6504791708733
12,14,1,0,24.342170853442,47.8764912971307,1611.52963275681,5,1,1,20.3673564869467,75.9370889324847
1,11,3,1,27.4251135499354,32.3947880655882,1155.23010014354,9,1,0,8.16614695667291,82.7824458912627
9,13,5,1,22.8614423437453,49.9901612248128,1464.92204269259,2,0,0,6.3097443652782,74.4353798758797
6,19,5,0,28.5215237423484,39.1182325849697,1999.982252,9,1,0,3.41107381392971,77.7548139059764
12,8,5,0,23.1796539719536,53.7521495403908,1720.88907392822,8,1,0,9.10432383578508,86.9786492156863
6,13,2,1,26.8009966994351,30.015975,1411.16743286728,3,0,1,8.60567407107723,80.9249535264437
6,17,5,0,20.007565,55.7314670624566,1238.36019650145,9,0,0,29.965327,79.2865077993885
9,22,0,1,26.2429403219496,44.2650736338331,1315.48138177486,8,1,1,29.965327,91.6915943491567
3,18,2,0,27.7607364869181,39.2299778003034,1843.40173351435,9,0,0,6.90582282613078,68.7950482160913
1,13,2,0,29.5987868800624,32.4996835932136,1688.7877518273,2,0,1,11.4148866185254,85.0477045249641
5,2,1,1,23.3581720951937,37.6651917059576,1336.1060277714,0,0,1,3.61035723855139,73.5340718794621
7,11,1,1,28.6046581648905,36.427333337835,1681.82818364134,7,0,1,10.4502258498578,95.5256471827378
11,23,5,1,25.5788726260768,45.9191047946196,1680.68739246616,9,0,1,17.4179412606297,94.4940832595259
10,6,1,0,23.1674025635909,56.9668306171964,1046.70956813674,3,0,1,23.4375895273722,77.9051921660512
4,5,0,0,27.2808132998332,53.9563710106564,1385.10649137115,1,1,0,15.2169760863647,73.5576663845353
12,4,0,0,21.7180119309131,51.0276409107031,1594.45859314615,8,1,1,12.5535659847014,55.9264965861003
4,8,6,0,24.2485749066908,57.7488871314392,1635.41402905748,3,0,0,25.1779495912787,74.6719799991236
8,20,2,1,23.7026717973089,42.2322141408665,1254.15037707741,5,1,0,27.7854968033963,64.7236545053554
4,16,3,0,22.0485660085094,52.4980804599156,1242.53694399401,7,1,0,29.6795653851311,66.9820739738644
10,4,0,0,25.4024248476031,50.9800492644151,1999.982252,2,0,0,25.9773415309364,73.0045336282541
3,18,3,0,20.007565,42.9659535690007,1000.512661,0,1,1,15.1156517235932,73.0414488866074
7,22,0,1,20.007565,59.969085,1028.76944985029,7,0,1,4.26077332070397,84.8891497170251
4,22,2,0,20.007565,41.122840887496,1728.39087946406,9,0,1,26.5235925475645,73.4605498285956
10,22,0,1,26.7383249062172,31.1366954700636,1789.35477805064,3,1,1,14.4285426702424,85.5908341370457
1,12,3,0,22.8755811997145,53.1052343803469,1032.43251911373,5,0,1,21.0793841408124,67.4824550310811
9,10,0,0,25.3759121551732,30.015975,1999.982252,1,1,0,0.006642,76.4330032877762
5,7,5,0,23.3423394550282,30.015975,1726.42272328061,9,0,1,5.43843357867311,74.2492175978263
3,0,3,0,26.8875251293522,44.3721592074866,1868.04305639724,7,1,1,1.93096109523049,79.4352853425652
5,3,5,1,26.223036578537,39.6023241940314,1243.58997614429,1,1,1,13.3297679037528,58.3561057581986
2,18,6,1,28.4947379844825,51.3280572665338,1321.54541865059,4,1,1,7.3546982625471,91.944623236751
1,13,4,1,26.9166197435764,58.2249269113318,1710.71504361732,5,1,0,3.70246850027382,81.2846811770013
1,20,4,1,24.2856882449516,39.6885548672443,1194.87799263973,3,0,0,23.3892666770924,72.1040756222257
2,20,6,1,20.6575133589098,46.0731874941838,1784.38515949481,2,0,1,26.6093925131112,68.9731136587117
1,11,0,0,26.4789893954104,53.2625614403912,1491.74394945263,6,0,1,29.3987584372565,81.444920439776
1,2,1,0,21.7540264266554,45.5386430923988,1514.82703707154,4,0,0,9.84612712157413,62.0550549357966
1,18,3,0,23.299273667636,44.4095084020222,1103.29906000367,4,1,0,14.5926379419185,70.5594271099875
12,2,5,1,22.0342737047688,56.0679971838262,1159.26029883695,7,1,1,10.0154533948973,82.2681561223107
7,6,6,0,24.9901574434317,59.969085,1789.79934105554,4,1,0,19.9196373880964,65.6758666887911
6,1,3,0,26.5246918448609,58.7642316493829,1851.52841041922,1,0,0,27.0637856277775,76.4218879426124
12,6,4,1,29.998671,58.2340546836954,1514.25163995841,1,0,0,7.02536361004028,75.183176899979
11,20,1,0,28.9685652905308,59.969085,1081.85213775315,9,1,0,0.987859296196425,90.9889996892348
11,7,0,0,28.6674931771569,50.1753206543059,1902.17452972858,4,1,0,4.67460335028388,86.6712740695405
8,6,4,0,22.8849582539281,43.7533687495666,1770.98869190678,3,1,1,4.80173649087069,72.5751254408203
7,11,3,0,28.5554601673962,34.0304105422106,1756.1806405966,8,1,1,16.3691298973757,89.772522440242
1,22,1,1,24.6002686404891,58.7819761501514,1103.33164716275,1,0,1,12.4154951520666,65.378841088668
9,5,1,0,24.4241821185394,57.1968133369059,1252.45464090436,6,0,0,5.46588732977949,70.6570962700515
3,14,0,0,26.863308758027,40.920352797677,1999.982252,2,1,0,24.3599384888804,88.9995303022609
9,19,6,0,20.007565,46.4949418542685,1188.15054354315,9,0,1,27.0037603217608,69.3729198407826
2,2,1,0,23.9788154534694,35.2378879937759,1567.58782257389,5,0,1,24.2146420742212,74.0884751281942
6,2,3,0,29.998671,40.3118370343404,1228.91688629417,4,0,0,11.7298476525392,79.8025396999962
6,3,3,0,21.7849006733845,34.7237949170648,1999.982252,4,0,0,17.4765449776185,65.7234677252054
12,5,0,0,22.2222951794875,51.0474385562467,1906.1775693746,1,0,0,29.965327,83.6240193386591
6,9,0,1,24.2161430436807,51.3849690066084,1827.64035313694,7,0,0,24.745235584689,77.3177631811589
10,3,5,0,24.1770456420154,39.1482021880999,1819.00839506877,4,1,0,8.86419833945339,74.8949751815573
1,18,3,0,23.5743536325176,52.8516641996081,1491.88006457306,2,0,0,24.4609095223993,73.3507051323722
7,9,5,1,23.1791495854065,44.7803251479858,1519.8714742459,7,1,0,13.1789101005207,73.4348191811689
10,18,6,0,22.4830573888786,59.969085,1316.04093628037,6,1,1,9.44055450847325,67.8769176535809
1,15,4,1,28.3715211117662,58.4616546089692,1614.18758238941,3,0,1,19.9084507501704,84.5860972744495
11,15,5,0,27.6078766113455,30.015975,1217.88958165362,2,0,1,0.006642,78.708450567121
9,15,2,0,28.5155847125352,44.4262924516112,1194.65797285084,0,1,1,24.379239680728,75.5159618634094
1,16,0,1,27.4866141185806,37.2153215755773,1260.06159686287,6,1,1,28.0521901394063,88.5772787002996
3,0,1,1,23.1823854883267,59.969085,1853.01492096643,6,0,1,19.0475158305872,69.2285890875563
7,23,2,0,24.1980492910674,49.267143335217,1639.27917906983,9,1,1,8.56809822651733,77.0183415544663
5,2,6,1,20.007565,40.0116794070674,1732.10185277909,3,0,0,13.2772312642135,59.9884972212483
6,16,3,0,22.880352645058,52.5355008123488,1798.4788089794,2,0,0,8.06366923313113,70.2748437261315
4,6,5,1,23.6565520224936,32.9581641160728,1616.59320792442,4,0,1,15.749087520816,81.6494610483506
9,12,2,1,27.3142866721454,35.3057934549055,1736.21352211329,4,0,1,11.621019339721,89.4022199950573
9,22,3,1,23.7889173675912,52.4103799544764,1325.96508925605,2,1,1,6.27682589349471,72.8935122191225
5,6,1,0,25.2676100149221,47.8477138550681,1674.88696371866,0,1,1,1.51075757227052,76.785422223086
3,23,1,1,21.7617985740363,49.0857357644546,1395.7230490078,7,1,0,20.1007768099376,83.0088585765382
2,1,4,0,24.1914747438686,46.7894435191607,1391.98470527129,7,0,1,11.0950443554428,71.8335485765222
7,4,6,1,23.7339646045042,59.969085,1499.6296367189,8,1,1,9.20659729499052,71.2904855016307
8,8,0,0,29.998671,51.724967103121,1211.74944007442,5,1,0,29.965327,86.7431775973321
5,16,5,0,25.0516852524317,33.2041896578575,1640.23476076389,5,1,0,27.9021256941736,75.6796889225292
5,7,0,0,27.0595906839306,59.538408247883,1611.5359519274,9,0,1,0.006642,86.7478329751613
8,6,4,0,20.007565,30.5649359940304,1655.81524269244,5,0,1,0.006642,84.2349401326676
6,0,1,1,23.7268060110366,34.6616647157539,1227.79768952795,5,0,1,3.46641960525537,64.327142090558
10,15,6,1,26.9764190653012,35.8284604620822,1321.56773658821,9,1,0,15.7748516779926,85.1918048259818
1,16,4,1,23.3369117337842,46.0718019956119,1444.12921775969,4,0,1,8.8299368354976,71.5890783275788
4,19,4,0,29.998671,46.0254125893334,1087.33934200079,0,1,1,25.6288132199271,73.3732801499221
4,2,5,0,27.8870227870049,59.969085,1735.11732923188,1,0,1,18.4166217917898,66.9256674420494
7,1,4,0,27.9516169351836,55.8101094914688,1999.982252,9,0,1,29.965327,76.6951149768979
7,2,6,0,27.8653796267066,32.352457678828,1485.30934495397,7,1,0,24.3584302481817,95.410648034862
2,4,5,0,28.986939634701,55.7265110808199,1114.40588540685,8,1,1,6.21504852516814,95.5707996894436
10,10,0,0,25.0806908588117,48.7532140254926,1168.11394786749,9,1,0,7.65600139495587,83.1912688045528
9,21,6,0,28.9806372393402,53.376550998262,1903.45288752502,0,1,0,27.9133032981119,71.7162166755244
7,3,2,0,23.3648803666516,41.548189476071,1733.05594959753,1,1,0,26.8768672191968,81.3857261992969
4,7,5,1,24.4594865020945,36.5139175907463,1708.36720421648,0,1,1,23.8899064674557,67.4093888379015
10,13,5,1,27.7601308802247,40.5446652347085,1263.8486754098,1,1,1,6.55252114999037,80.0968909844247
2,5,0,0,21.5711526707949,58.0585666743787,1426.77467703654,7,0,1,1.96122941937711,74.3887493362914
10,14,2,1,20.1737469435774,57.5619045925665,1196.07927173551,2,0,0,21.9836570141097,69.4097541263287
3,20,0,1,23.6231617876011,41.6057083761745,1000.512661,9,0,0,12.0457939102958,67.0392965369037
11,20,1,0,21.6823167060569,59.6372699588507,1876.89291001799,2,0,1,21.1741728742882,77.1993236593834
2,10,2,1,25.6069143952804,46.0086518173415,1777.52955608923,8,0,1,3.12319792435574,81.0498032003968
3,9,3,1,20.5944900730323,45.0972093084615,1707.62732841132,1,1,0,24.0201887859223,69.7966566946485
8,2,0,0,29.998671,59.969085,1362.29010331762,1,0,1,20.7312564381504,90.4092934366522
1,18,2,0,27.5241892208594,47.1724296794245,1832.19977857703,9,1,0,19.6889583092203,83.8998965998896
4,3,2,1,29.998671,46.6970186511495,1740.6503796927,7,0,0,5.71139134455401,87.1657657475474
4,22,1,0,22.9658570544222,44.3748765232413,1489.07208195222,2,1,0,29.965327,69.2311611422201
1,13,0,0,28.7061454689781,59.5029236878494,1491.64015654781,0,0,1,25.083597382646,85.4571550293482
3,13,4,1,25.0944317257319,30.2043443480333,1815.62820618249,3,0,0,28.4603117495975,83.8878525249592
9,16,6,0,24.5014873646981,47.4752733697073,1253.28173562751,4,1,1,1.04796936785101,71.3757909402877
12,9,2,0,28.186572067104,58.0319842461825,1000.512661,0,0,0,14.9267341104098,60.3257517763373
9,16,1,0,25.3884298570083,43.4979938788348,1651.71902853983,2,0,0,25.6484810883079,77.3355213462792
9,15,5,1,28.1557067418534,52.9322664575931,1808.5631057441,3,0,0,19.919414537489,71.1015282461482
1,15,2,0,27.0752844041412,46.2207599056216,1284.99151947348,7,1,1,16.7602896219252,86.2688386357457
9,20,0,1,28.9310157376465,30.015975,1529.74677053919,1,0,1,5.42762278203049,75.5736709215892
4,13,3,0,28.991547401713,54.3731215603984,1277.03875563872,9,1,1,19.9549621861007,89.9223118571049
10,23,3,0,27.1935102153967,59.969085,1760.15019826685,4,0,1,29.965327,68.6553445478287
9,3,1,0,28.4274587934518,58.9189601631588,1143.8948640973,4,1,1,13.3452018919983,75.3880871554973
3,0,1,0,28.4396611381131,41.8463409917692,1000.512661,7,0,1,0.006642,77.7565214132877
6,16,0,0,20.7912539459932,32.9095067302172,1349.2039866899,1,0,1,24.794623829069,91.5681026470768
3,21,5,0,24.0366384099785,51.6434118639127,1168.59602187585,6,1,1,29.6020344369621,65.7832901806188
3,19,5,0,28.8727438862436,35.8399582645839,1762.13025226732,6,0,1,20.567999370094,89.1231182970555
4,14,0,1,26.0605272321395,36.5619968674197,1456.6296343639,7,1,1,17.1561985033482,77.1393331582415
5,17,3,0,26.571897090518,35.7346242321022,1376.68932141262,4,0,0,16.68557728704,73.7263427800471
3,20,6,1,27.1352805428835,36.8589218865156,1845.48305764072,6,1,0,9.45466634658579,82.9874568466568
8,22,4,1,21.0182986153318,44.4586366607441,1903.94775210475,1,0,0,26.6941563881082,72.1808766255957
5,6,1,1,25.4489704431049,57.9295805139041,1114.45017565682,5,1,0,17.6421017809059,71.6912138480843
9,9,4,0,24.6488239582506,50.3746221871325,1402.02878307179,3,0,1,10.7261009004153,74.3873925612301
1,8,2,1,22.539922369298,49.5899181768322,1600.222506945,9,0,1,19.3054791968364,71.3950919426988
11,21,6,1,26.4767436104728,44.5396230755063,1738.15471769095,9,0,0,7.96110289916798,73.2808242830279
2,2,0,1,22.2369482272555,31.9367184816901,1718.34694806801,5,0,1,11.3771148091243,62.729873318024
11,9,2,1,26.3281955417193,43.0279377543786,1699.00286671495,8,1,0,22.715059834733,76.3986664995601
10,23,1,1,24.7279691458289,44.2421157766472,1253.49158866757,3,1,1,29.965327,80.8202548052083
11,5,3,0,20.007565,41.7391948925189,1396.96731244852,9,1,1,14.3275183205972,66.8092854318859
10,12,5,1,24.7651186965811,45.1690842003244,1580.41193522509,1,0,0,19.3329959623997,92.1627989968163
8,9,3,0,28.021019857534,50.2207353877507,1036.28830765512,0,1,0,4.15877882979745,68.6293106063706
